,parid,neighbourhood group,latitude,longitude,hotel_counts_per_neighbourhood_group
1463,1004911483,Manhattan,40.725616,-74.005253,4528
1464,1004911456,Manhattan,40.725616,-74.005253,4528
1465,1004911455,Manhattan,40.725616,-74.005253,4528
1466,1004911454,Manhattan,40.725616,-74.005253,4528
1467,1004911453,Manhattan,40.725616,-74.005253,4528
1468,1004911425,Manhattan,40.725616,-74.005253,4528
1469,1004911426,Manhattan,40.725616,-74.005253,4528
1470,1004911427,Manhattan,40.725616,-74.005253,4528
1471,1004911428,Manhattan,40.725616,-74.005253,4528
1472,1004911429,Manhattan,40.725616,-74.005253,4528
1473,1004911430,Manhattan,40.725616,-74.005253,4528
1474,1004911431,Manhattan,40.725616,-74.005253,4528
1475,1004911432,Manhattan,40.725616,-74.005253,4528
1476,1004911433,Manhattan,40.725616,-74.005253,4528
1477,1004911434,Manhattan,40.725616,-74.005253,4528
1478,1004911435,Manhattan,40.725616,-74.005253,4528
1479,1004911436,Manhattan,40.725616,-74.005253,4528
1480,1004911437,Manhattan,40.725616,-74.005253,4528
1481,1004911423,Manhattan,40.725616,-74.005253,4528
1482,1004911438,Manhattan,40.725616,-74.005253,4528
1483,1004911440,Manhattan,40.725616,-74.005253,4528
1484,1004911441,Manhattan,40.725616,-74.005253,4528
1485,1004911442,Manhattan,40.725616,-74.005253,4528
1486,1004911443,Manhattan,40.725616,-74.005253,4528
1487,1004911444,Manhattan,40.725616,-74.005253,4528
1488,1004911445,Manhattan,40.725616,-74.005253,4528
1489,1004911446,Manhattan,40.725616,-74.005253,4528
1490,1004911447,Manhattan,40.725616,-74.005253,4528
1491,1004911448,Manhattan,40.725616,-74.005253,4528
1492,1004911449,Manhattan,40.725616,-74.005253,4528
1493,1004911450,Manhattan,40.725616,-74.005253,4528
1494,1004911451,Manhattan,40.725616,-74.005253,4528
1495,1004911452,Manhattan,40.725616,-74.005253,4528
1496,1004911439,Manhattan,40.725616,-74.005253,4528
1497,1010271287,Manhattan,40.764521,-73.980773,4528
1498,1010271730,Manhattan,40.764521,-73.980773,4528
1499,1010271289,Manhattan,40.764521,-73.980773,4528
1500,1013191315,Manhattan,40.752531,-73.972642,4528
1501,1013191314,Manhattan,40.752531,-73.972642,4528
1502,1013191313,Manhattan,40.752531,-73.972642,4528
1503,1013191312,Manhattan,40.752531,-73.972642,4528
1504,1013191311,Manhattan,40.752531,-73.972642,4528
1505,1013191310,Manhattan,40.752531,-73.972642,4528
1506,1013191309,Manhattan,40.752531,-73.972642,4528
1507,1013191308,Manhattan,40.752531,-73.972642,4528
1508,1013191307,Manhattan,40.752531,-73.972642,4528
1509,1013191306,Manhattan,40.752531,-73.972642,4528
1510,1013191305,Manhattan,40.752531,-73.972642,4528
1511,1013191304,Manhattan,40.752531,-73.972642,4528
1512,1013191303,Manhattan,40.752531,-73.972642,4528
1513,1013190034,Manhattan,40.752942,-73.97171,4528
1514,1013181001,Manhattan,40.751809,-73.972876,4528
1515,1013191316,Manhattan,40.752531,-73.972642,4528
1516,1013180029,Manhattan,40.751548,-73.970964,4528
1517,1013191317,Manhattan,40.752531,-73.972642,4528
1518,1013191319,Manhattan,40.752531,-73.972642,4528
1519,1013191334,Manhattan,40.752531,-73.972642,4528
1520,1013191333,Manhattan,40.752531,-73.972642,4528
1521,1013191332,Manhattan,40.752531,-73.972642,4528
1522,1013191331,Manhattan,40.752531,-73.972642,4528
1523,1013191330,Manhattan,40.752531,-73.972642,4528
1524,1013191329,Manhattan,40.752531,-73.972642,4528
1525,1013191328,Manhattan,40.752531,-73.972642,4528
1526,1013191327,Manhattan,40.752531,-73.972642,4528
1527,1013191326,Manhattan,40.752531,-73.972642,4528
1528,1013191325,Manhattan,40.752531,-73.972642,4528
1529,1013191324,Manhattan,40.752531,-73.972642,4528
1530,1013191323,Manhattan,40.752531,-73.972642,4528
1531,1013191322,Manhattan,40.752531,-73.972642,4528
1532,1013191321,Manhattan,40.752531,-73.972642,4528
1533,1013191320,Manhattan,40.752531,-73.972642,4528
1534,1013191318,Manhattan,40.752531,-73.972642,4528
1535,1013170019,Manhattan,40.751104,-73.973137,4528
1536,1013150044,Manhattan,40.750415,-73.973635,4528
1537,1013110059,Manhattan,40.76083,-73.969216,4528
1538,1013020051,Manhattan,40.75496,-73.973471,4528
1539,1013020043,Manhattan,40.755062,-73.972868,4528
1540,1013020030,Manhattan,40.754367,-73.973117,4528
1541,1013020021,Manhattan,40.75471,-73.973655,4528
1542,1012991001,Manhattan,40.753138,-73.974803,4528
1543,1012990023,Manhattan,40.752474,-73.974446,4528
1544,1012931001,Manhattan,40.762088,-73.971862,4528
1545,1012901248,Manhattan,40.761559,-73.974681,4528
1546,1012901247,Manhattan,40.761559,-73.974681,4528
1547,1012901246,Manhattan,40.761559,-73.974681,4528
1548,1012901245,Manhattan,40.761559,-73.974681,4528
1549,1012901244,Manhattan,40.761559,-73.974681,4528
1550,1012901243,Manhattan,40.761559,-73.974681,4528
1551,1012901242,Manhattan,40.761559,-73.974681,4528
1552,1012901241,Manhattan,40.761559,-73.974681,4528
1553,1013030014,Manhattan,40.75555,-73.973979,4528
1554,1013030053,Manhattan,40.755685,-73.972943,4528
1555,1013031301,Manhattan,40.755232,-73.972969,4528
1556,1013040020,Manhattan,40.756162,-73.972593,4528
1557,1013110058,Manhattan,40.760641,-73.969353,4528
1558,1013110052,Manhattan,40.760564,-73.969386,4528
1559,1013110005,Manhattan,40.760701,-73.970671,4528
1560,1013100012,Manhattan,40.759815,-73.970502,4528
1561,1013090044,Manhattan,40.759364,-73.969484,4528
1562,1013090005,Manhattan,40.759434,-73.971541,4528
1563,1013071004,Manhattan,40.757435,-73.9696,4528
1564,1013191335,Manhattan,40.752531,-73.972642,4528
1565,1013051001,Manhattan,40.756917,-73.972044,4528
1566,1013050032,Manhattan,40.75623,-73.971702,4528
1567,1013050028,Manhattan,40.756266,-73.971792,4528
1568,1013050020,Manhattan,40.756587,-73.972283,4528
1569,1013041003,Manhattan,40.756648,-73.974358,4528
1570,1013041002,Manhattan,40.756648,-73.974358,4528
1571,1013040041,Manhattan,40.75623,-73.971752,4528
1572,1013040026,Manhattan,40.75564,-73.97225,4528
1573,1013050033,Manhattan,40.756206,-73.971644,4528
1574,1013191336,Manhattan,40.752531,-73.972642,4528
1575,1013191337,Manhattan,40.752531,-73.972642,4528
1576,1013191338,Manhattan,40.752531,-73.972642,4528
1577,1013191392,Manhattan,40.752531,-73.972642,4528
1578,1013191391,Manhattan,40.752531,-73.972642,4528
1579,1013191390,Manhattan,40.752531,-73.972642,4528
1580,1013191389,Manhattan,40.752531,-73.972642,4528
1581,1013191388,Manhattan,40.752531,-73.972642,4528
1582,1013191387,Manhattan,40.752531,-73.972642,4528
1583,1013191386,Manhattan,40.752531,-73.972642,4528
1584,1013191385,Manhattan,40.752531,-73.972642,4528
1585,1013191384,Manhattan,40.752531,-73.972642,4528
1586,1013191383,Manhattan,40.752531,-73.972642,4528
1587,1013191382,Manhattan,40.752531,-73.972642,4528
1588,1013191381,Manhattan,40.752531,-73.972642,4528
1589,1013191380,Manhattan,40.752531,-73.972642,4528
1590,1013191379,Manhattan,40.752531,-73.972642,4528
1591,1013191378,Manhattan,40.752531,-73.972642,4528
1592,1013191393,Manhattan,40.752531,-73.972642,4528
1593,1013191394,Manhattan,40.752531,-73.972642,4528
1594,1013191395,Manhattan,40.752531,-73.972642,4528
1595,1013191396,Manhattan,40.752531,-73.972642,4528
1596,1013191412,Manhattan,40.752531,-73.972642,4528
1597,1013191411,Manhattan,40.752531,-73.972642,4528
1598,1013191410,Manhattan,40.752531,-73.972642,4528
1599,1013191409,Manhattan,40.752531,-73.972642,4528
1600,1013191408,Manhattan,40.752531,-73.972642,4528
1601,1013191407,Manhattan,40.752531,-73.972642,4528
1602,1013191406,Manhattan,40.752531,-73.972642,4528
1603,1013191377,Manhattan,40.752531,-73.972642,4528
1604,1013191405,Manhattan,40.752531,-73.972642,4528
1605,1013191403,Manhattan,40.752531,-73.972642,4528
1606,1013191402,Manhattan,40.752531,-73.972642,4528
1607,1013191401,Manhattan,40.752531,-73.972642,4528
1608,1013191400,Manhattan,40.752531,-73.972642,4528
1609,1013191399,Manhattan,40.752531,-73.972642,4528
1610,1013191398,Manhattan,40.752531,-73.972642,4528
1611,1013191397,Manhattan,40.752531,-73.972642,4528
1612,1013191404,Manhattan,40.752531,-73.972642,4528
1613,1012901240,Manhattan,40.761559,-73.974681,4528
1614,1013191376,Manhattan,40.752531,-73.972642,4528
1615,1013191374,Manhattan,40.752531,-73.972642,4528
1616,1013191353,Manhattan,40.752531,-73.972642,4528
1617,1013191352,Manhattan,40.752531,-73.972642,4528
1618,1013191351,Manhattan,40.752531,-73.972642,4528
1619,1013191350,Manhattan,40.752531,-73.972642,4528
1620,1013191349,Manhattan,40.752531,-73.972642,4528
1621,1013191348,Manhattan,40.752531,-73.972642,4528
1622,1013191347,Manhattan,40.752531,-73.972642,4528
1623,1013191346,Manhattan,40.752531,-73.972642,4528
1624,1013191345,Manhattan,40.752531,-73.972642,4528
1625,1013191344,Manhattan,40.752531,-73.972642,4528
1626,1013191343,Manhattan,40.752531,-73.972642,4528
1627,1013191342,Manhattan,40.752531,-73.972642,4528
1628,1013191341,Manhattan,40.752531,-73.972642,4528
1629,1013191340,Manhattan,40.752531,-73.972642,4528
1630,1013191339,Manhattan,40.752531,-73.972642,4528
1631,1013191354,Manhattan,40.752531,-73.972642,4528
1632,1013191355,Manhattan,40.752531,-73.972642,4528
1633,1013191356,Manhattan,40.752531,-73.972642,4528
1634,1013191357,Manhattan,40.752531,-73.972642,4528
1635,1013191373,Manhattan,40.752531,-73.972642,4528
1636,1013191372,Manhattan,40.752531,-73.972642,4528
1637,1013191371,Manhattan,40.752531,-73.972642,4528
1638,1013191370,Manhattan,40.752531,-73.972642,4528
1639,1013191369,Manhattan,40.752531,-73.972642,4528
1640,1013191368,Manhattan,40.752531,-73.972642,4528
1641,1013191367,Manhattan,40.752531,-73.972642,4528
1642,1013191375,Manhattan,40.752531,-73.972642,4528
1643,1013191366,Manhattan,40.752531,-73.972642,4528
1644,1013191364,Manhattan,40.752531,-73.972642,4528
1645,1013191363,Manhattan,40.752531,-73.972642,4528
1646,1013191362,Manhattan,40.752531,-73.972642,4528
1647,1013191361,Manhattan,40.752531,-73.972642,4528
1648,1013191360,Manhattan,40.752531,-73.972642,4528
1649,1013191359,Manhattan,40.752531,-73.972642,4528
1650,1013191358,Manhattan,40.752531,-73.972642,4528
1651,1013191365,Manhattan,40.752531,-73.972642,4528
1652,1012901239,Manhattan,40.761559,-73.974681,4528
1653,1012901238,Manhattan,40.761559,-73.974681,4528
1654,1012901237,Manhattan,40.761559,-73.974681,4528
1655,1012741404,Manhattan,40.764155,-73.973951,4528
1656,1012741403,Manhattan,40.764155,-73.973951,4528
1657,1012741402,Manhattan,40.764155,-73.973951,4528
1658,1012741401,Manhattan,40.764155,-73.973951,4528
1659,1012741400,Manhattan,40.764155,-73.973951,4528
1660,1012741399,Manhattan,40.764155,-73.973951,4528
1661,1012741398,Manhattan,40.764155,-73.973951,4528
1662,1012741397,Manhattan,40.764155,-73.973951,4528
1663,1012741396,Manhattan,40.764155,-73.973951,4528
1664,1012741395,Manhattan,40.764155,-73.973951,4528
1665,1012741394,Manhattan,40.764155,-73.973951,4528
1666,1012741393,Manhattan,40.764155,-73.973951,4528
1667,1012741392,Manhattan,40.764155,-73.973951,4528
1668,1012741391,Manhattan,40.764155,-73.973951,4528
1669,1012741390,Manhattan,40.764155,-73.973951,4528
1670,1012741405,Manhattan,40.764155,-73.973951,4528
1671,1012741406,Manhattan,40.764155,-73.973951,4528
1672,1012741407,Manhattan,40.764155,-73.973951,4528
1673,1012741408,Manhattan,40.764155,-73.973951,4528
1674,1012741424,Manhattan,40.764155,-73.973951,4528
1675,1012741423,Manhattan,40.764155,-73.973951,4528
1676,1012741422,Manhattan,40.764155,-73.973951,4528
1677,1012741421,Manhattan,40.764155,-73.973951,4528
1678,1012741420,Manhattan,40.764155,-73.973951,4528
1679,1012741419,Manhattan,40.764155,-73.973951,4528
1680,1012741418,Manhattan,40.764155,-73.973951,4528
1681,1012741389,Manhattan,40.764155,-73.973951,4528
1682,1012741417,Manhattan,40.764155,-73.973951,4528
1683,1012741415,Manhattan,40.764155,-73.973951,4528
1684,1012741414,Manhattan,40.764155,-73.973951,4528
1685,1012741413,Manhattan,40.764155,-73.973951,4528
1686,1012741412,Manhattan,40.764155,-73.973951,4528
1687,1012741411,Manhattan,40.764155,-73.973951,4528
1688,1012741410,Manhattan,40.764155,-73.973951,4528
1689,1012741409,Manhattan,40.764155,-73.973951,4528
1690,1012741416,Manhattan,40.764155,-73.973951,4528
1691,1012741425,Manhattan,40.764155,-73.973951,4528
1692,1012741388,Manhattan,40.764155,-73.973951,4528
1693,1012741386,Manhattan,40.764155,-73.973951,4528
1694,1012741365,Manhattan,40.764155,-73.973951,4528
1695,1012741364,Manhattan,40.764155,-73.973951,4528
1696,1012741363,Manhattan,40.764155,-73.973951,4528
1697,1012741362,Manhattan,40.764155,-73.973951,4528
1698,1012741361,Manhattan,40.764155,-73.973951,4528
1699,1012741360,Manhattan,40.764155,-73.973951,4528
1700,1012741359,Manhattan,40.764155,-73.973951,4528
1701,1012741358,Manhattan,40.764155,-73.973951,4528
1702,1012741357,Manhattan,40.764155,-73.973951,4528
1703,1012741356,Manhattan,40.764155,-73.973951,4528
1704,1012741355,Manhattan,40.764155,-73.973951,4528
1705,1012741354,Manhattan,40.764155,-73.973951,4528
1706,1012741353,Manhattan,40.764155,-73.973951,4528
1707,1012741352,Manhattan,40.764155,-73.973951,4528
1708,1012741351,Manhattan,40.764155,-73.973951,4528
1709,1012741366,Manhattan,40.764155,-73.973951,4528
1710,1012741367,Manhattan,40.764155,-73.973951,4528
1711,1012741368,Manhattan,40.764155,-73.973951,4528
1712,1012741369,Manhattan,40.764155,-73.973951,4528
1713,1012741385,Manhattan,40.764155,-73.973951,4528
1714,1012741384,Manhattan,40.764155,-73.973951,4528
1715,1012741383,Manhattan,40.764155,-73.973951,4528
1716,1012741382,Manhattan,40.764155,-73.973951,4528
1717,1012741381,Manhattan,40.764155,-73.973951,4528
1718,1012741380,Manhattan,40.764155,-73.973951,4528
1719,1012741379,Manhattan,40.764155,-73.973951,4528
1720,1012741387,Manhattan,40.764155,-73.973951,4528
1721,1012741378,Manhattan,40.764155,-73.973951,4528
1722,1012741376,Manhattan,40.764155,-73.973951,4528
1723,1012741375,Manhattan,40.764155,-73.973951,4528
1724,1012741374,Manhattan,40.764155,-73.973951,4528
1725,1012741373,Manhattan,40.764155,-73.973951,4528
1726,1012741372,Manhattan,40.764155,-73.973951,4528
1727,1012741371,Manhattan,40.764155,-73.973951,4528
1728,1012741370,Manhattan,40.764155,-73.973951,4528
1729,1012741377,Manhattan,40.764155,-73.973951,4528
1730,1013191413,Manhattan,40.752531,-73.972642,4528
1731,1012741426,Manhattan,40.764155,-73.973951,4528
1732,1012741428,Manhattan,40.764155,-73.973951,4528
1733,1012901216,Manhattan,40.761559,-73.974681,4528
1734,1012901215,Manhattan,40.761559,-73.974681,4528
1735,1012901214,Manhattan,40.761559,-73.974681,4528
1736,1012901213,Manhattan,40.761559,-73.974681,4528
1737,1012901212,Manhattan,40.761559,-73.974681,4528
1738,1012901211,Manhattan,40.761559,-73.974681,4528
1739,1012901210,Manhattan,40.761559,-73.974681,4528
1740,1012901209,Manhattan,40.761559,-73.974681,4528
1741,1012901208,Manhattan,40.761559,-73.974681,4528
1742,1012901207,Manhattan,40.761559,-73.974681,4528
1743,1012901206,Manhattan,40.761559,-73.974681,4528
1744,1012901205,Manhattan,40.761559,-73.974681,4528
1745,1012901204,Manhattan,40.761559,-73.974681,4528
1746,1012901203,Manhattan,40.761559,-73.974681,4528
1747,1012901201,Manhattan,40.761559,-73.974681,4528
1748,1012901217,Manhattan,40.761559,-73.974681,4528
1749,1012901218,Manhattan,40.761559,-73.974681,4528
1750,1012901219,Manhattan,40.761559,-73.974681,4528
1751,1012901220,Manhattan,40.761559,-73.974681,4528
1752,1012901236,Manhattan,40.761559,-73.974681,4528
1753,1012901235,Manhattan,40.761559,-73.974681,4528
1754,1012901234,Manhattan,40.761559,-73.974681,4528
1755,1012901233,Manhattan,40.761559,-73.974681,4528
1756,1012901232,Manhattan,40.761559,-73.974681,4528
1757,1012901231,Manhattan,40.761559,-73.974681,4528
1758,1012901230,Manhattan,40.761559,-73.974681,4528
1759,1012890045,Manhattan,40.760126,-73.973227,4528
1760,1012901229,Manhattan,40.761559,-73.974681,4528
1761,1012901227,Manhattan,40.761559,-73.974681,4528
1762,1012901226,Manhattan,40.761559,-73.974681,4528
1763,1012901225,Manhattan,40.761559,-73.974681,4528
1764,1012901224,Manhattan,40.761559,-73.974681,4528
1765,1012901223,Manhattan,40.761559,-73.974681,4528
1766,1012901222,Manhattan,40.761559,-73.974681,4528
1767,1012901221,Manhattan,40.761559,-73.974681,4528
1768,1012901228,Manhattan,40.761559,-73.974681,4528
1769,1012741427,Manhattan,40.764155,-73.973951,4528
1770,1012880011,Manhattan,40.759212,-73.97462,4528
1771,1012830011,Manhattan,40.756978,-73.977408,4528
1772,1012741443,Manhattan,40.764155,-73.973951,4528
1773,1012741442,Manhattan,40.764155,-73.973951,4528
1774,1012741441,Manhattan,40.764155,-73.973951,4528
1775,1012741440,Manhattan,40.764155,-73.973951,4528
1776,1012741439,Manhattan,40.764155,-73.973951,4528
1777,1012741438,Manhattan,40.764155,-73.973951,4528
1778,1012741437,Manhattan,40.764155,-73.973951,4528
1779,1012741436,Manhattan,40.764155,-73.973951,4528
1780,1012741435,Manhattan,40.764155,-73.973951,4528
1781,1012741434,Manhattan,40.764155,-73.973951,4528
1782,1012741433,Manhattan,40.764155,-73.973951,4528
1783,1012741432,Manhattan,40.764155,-73.973951,4528
1784,1012741431,Manhattan,40.764155,-73.973951,4528
1785,1012741430,Manhattan,40.764155,-73.973951,4528
1786,1012741429,Manhattan,40.764155,-73.973951,4528
1787,1012741444,Manhattan,40.764155,-73.973951,4528
1788,1012741445,Manhattan,40.764155,-73.973951,4528
1789,1012741446,Manhattan,40.764155,-73.973951,4528
1790,1012741447,Manhattan,40.764155,-73.973951,4528
1791,1012810061,Manhattan,40.755669,-73.978184,4528
1792,1012810021,Manhattan,40.754538,-73.977398,4528
1793,1012800030,Manhattan,40.751862,-73.977034,4528
1794,1012780065,Manhattan,40.754605,-73.979538,4528
1795,1012760023,Manhattan,40.752101,-73.979416,4528
1796,1012760001,Manhattan,40.7529,-73.981297,4528
1797,1012750044,Manhattan,40.751906,-73.979243,4528
1798,1012860021,Manhattan,40.758114,-73.975393,4528
1799,1012750006,Manhattan,40.752058,-73.981466,4528
1800,1012741454,Manhattan,40.764155,-73.973951,4528
1801,1012741453,Manhattan,40.764155,-73.973951,4528
1802,1012741452,Manhattan,40.764155,-73.973951,4528
1803,1012741451,Manhattan,40.764155,-73.973951,4528
1804,1012741450,Manhattan,40.764155,-73.973951,4528
1805,1012741449,Manhattan,40.764155,-73.973951,4528
1806,1012741448,Manhattan,40.764155,-73.973951,4528
1807,1012741455,Manhattan,40.764155,-73.973951,4528
1808,1013191414,Manhattan,40.752531,-73.972642,4528
1809,1013191415,Manhattan,40.752531,-73.972642,4528
1810,1013191416,Manhattan,40.752531,-73.972642,4528
1811,1015571182,Manhattan,40.782799,-73.947678,4528
1812,1015571181,Manhattan,40.782799,-73.947678,4528
1813,1015571180,Manhattan,40.782799,-73.947678,4528
1814,1015571179,Manhattan,40.782799,-73.947678,4528
1815,1015571178,Manhattan,40.782799,-73.947678,4528
1816,1015571177,Manhattan,40.782799,-73.947678,4528
1817,1015571176,Manhattan,40.782799,-73.947678,4528
1818,1015571175,Manhattan,40.782799,-73.947678,4528
1819,1015571174,Manhattan,40.782799,-73.947678,4528
1820,1015571173,Manhattan,40.782799,-73.947678,4528
1821,1015571172,Manhattan,40.782799,-73.947678,4528
1822,1015571171,Manhattan,40.782799,-73.947678,4528
1823,1015571170,Manhattan,40.782799,-73.947678,4528
1824,1015571169,Manhattan,40.782799,-73.947678,4528
1825,1015571168,Manhattan,40.782799,-73.947678,4528
1826,1015571183,Manhattan,40.782799,-73.947678,4528
1827,1015571184,Manhattan,40.782799,-73.947678,4528
1828,1015571185,Manhattan,40.782799,-73.947678,4528
1829,1015571186,Manhattan,40.782799,-73.947678,4528
1830,1015571202,Manhattan,40.782799,-73.947678,4528
1831,1015571201,Manhattan,40.782799,-73.947678,4528
1832,1015571200,Manhattan,40.782799,-73.947678,4528
1833,1015571199,Manhattan,40.782799,-73.947678,4528
1834,1015571198,Manhattan,40.782799,-73.947678,4528
1835,1015571197,Manhattan,40.782799,-73.947678,4528
1836,1015571196,Manhattan,40.782799,-73.947678,4528
1837,1015571167,Manhattan,40.782799,-73.947678,4528
1838,1015571195,Manhattan,40.782799,-73.947678,4528
1839,1015571193,Manhattan,40.782799,-73.947678,4528
1840,1015571192,Manhattan,40.782799,-73.947678,4528
1841,1015571191,Manhattan,40.782799,-73.947678,4528
1842,1015571190,Manhattan,40.782799,-73.947678,4528
1843,1015571189,Manhattan,40.782799,-73.947678,4528
1844,1015571188,Manhattan,40.782799,-73.947678,4528
1845,1015571187,Manhattan,40.782799,-73.947678,4528
1846,1015571194,Manhattan,40.782799,-73.947678,4528
1847,1015571203,Manhattan,40.782799,-73.947678,4528
1848,1015571166,Manhattan,40.782799,-73.947678,4528
1849,1015571164,Manhattan,40.782799,-73.947678,4528
1850,1015571143,Manhattan,40.782799,-73.947678,4528
1851,1015571142,Manhattan,40.782799,-73.947678,4528
1852,1015571141,Manhattan,40.782799,-73.947678,4528
1853,1015571140,Manhattan,40.782799,-73.947678,4528
1854,1015571139,Manhattan,40.782799,-73.947678,4528
1855,1015571138,Manhattan,40.782799,-73.947678,4528
1856,1015571137,Manhattan,40.782799,-73.947678,4528
1857,1015571136,Manhattan,40.782799,-73.947678,4528
1858,1015571135,Manhattan,40.782799,-73.947678,4528
1859,1015571134,Manhattan,40.782799,-73.947678,4528
1860,1015571133,Manhattan,40.782799,-73.947678,4528
1861,1015571132,Manhattan,40.782799,-73.947678,4528
1862,1015571131,Manhattan,40.782799,-73.947678,4528
1863,1015571130,Manhattan,40.782799,-73.947678,4528
1864,1015571129,Manhattan,40.782799,-73.947678,4528
1865,1015571144,Manhattan,40.782799,-73.947678,4528
1866,1015571145,Manhattan,40.782799,-73.947678,4528
1867,1015571146,Manhattan,40.782799,-73.947678,4528
1868,1015571147,Manhattan,40.782799,-73.947678,4528
1869,1015571163,Manhattan,40.782799,-73.947678,4528
1870,1015571162,Manhattan,40.782799,-73.947678,4528
1871,1015571161,Manhattan,40.782799,-73.947678,4528
1872,1015571160,Manhattan,40.782799,-73.947678,4528
1873,1015571159,Manhattan,40.782799,-73.947678,4528
1874,1015571158,Manhattan,40.782799,-73.947678,4528
1875,1015571157,Manhattan,40.782799,-73.947678,4528
1876,1015571165,Manhattan,40.782799,-73.947678,4528
1877,1015571156,Manhattan,40.782799,-73.947678,4528
1878,1015571154,Manhattan,40.782799,-73.947678,4528
1879,1015571153,Manhattan,40.782799,-73.947678,4528
1880,1015571152,Manhattan,40.782799,-73.947678,4528
1881,1015571151,Manhattan,40.782799,-73.947678,4528
1882,1015571150,Manhattan,40.782799,-73.947678,4528
1883,1015571149,Manhattan,40.782799,-73.947678,4528
1884,1015571148,Manhattan,40.782799,-73.947678,4528
1885,1015571155,Manhattan,40.782799,-73.947678,4528
1886,1015571128,Manhattan,40.782799,-73.947678,4528
1887,1015571204,Manhattan,40.782799,-73.947678,4528
1888,1015571206,Manhattan,40.782799,-73.947678,4528
1889,1018960080,Manhattan,40.808524,-73.965083,4528
1890,1018960057,Manhattan,40.807739,-73.965329,4528
1891,1018960055,Manhattan,40.807874,-73.965654,4528
1892,1018960047,Manhattan,40.808423,-73.96629,4528
1893,1018950165,Manhattan,40.807045,-73.96568,4528
1894,1018950163,Manhattan,40.806979,-73.965528,4528
1895,1018950129,Manhattan,40.806452,-73.966222,4528
1896,1018950072,Manhattan,40.807168,-73.965973,4528
1897,1018950067,Manhattan,40.807136,-73.965897,4528
1898,1018950066,Manhattan,40.80707,-73.965738,4528
1899,1018950065,Manhattan,40.807028,-73.965644,4528
1900,1018950064,Manhattan,40.806995,-73.965564,4528
1901,1018950045,Manhattan,40.80662,-73.966576,4528
1902,1018950008,Manhattan,40.80564,-73.966186,4528
1903,1018940023,Manhattan,40.805195,-73.967126,4528
1904,1018960083,Manhattan,40.808626,-73.965322,4528
1905,1019120037,Manhattan,40.809894,-73.944582,4528
1906,1019230038,Manhattan,40.804611,-73.952732,4528
1907,1019291347,Manhattan,40.809197,-73.951865,4528
1908,1021550026,Manhattan,40.848296,-73.931274,4528
1909,1021490076,Manhattan,40.850735,-73.929016,4528
1910,1021230086,Manhattan,40.840121,-73.937531,4528
1911,1020890029,Manhattan,40.824672,-73.952204,4528
1912,1020770023,Manhattan,40.825497,-73.948208,4528
1913,1020770020,Manhattan,40.82553,-73.948283,4528
1914,1020680067,Manhattan,40.830574,-73.941508,4528
1915,1018940011,Manhattan,40.804224,-73.966675,4528
1916,1020660033,Manhattan,40.828403,-73.942337,4528
1917,1020060007,Manhattan,40.816205,-73.941795,4528
1918,1019940057,Manhattan,40.814556,-73.962475,4528
1919,1019900035,Manhattan,40.810085,-73.963699,4528
1920,1019761002,Manhattan,40.811295,-73.961491,4528
1921,1019630030,Manhattan,40.809801,-73.958862,4528
1922,1019570005,Manhattan,40.814327,-73.951171,4528
1923,1019410026,Manhattan,40.815526,-73.944198,4528
1924,1020380012,Manhattan,40.827294,-73.936918,4528
1925,1015571205,Manhattan,40.782799,-73.947678,4528
1926,1018870031,Manhattan,40.796087,-73.973115,4528
1927,1018850061,Manhattan,40.806485,-73.965001,4528
1928,1018390020,Manhattan,40.796595,-73.962565,4528
1929,1018210061,Manhattan,40.800451,-73.954533,4528
1930,1018200010,Manhattan,40.798831,-73.953834,4528
1931,1017890050,Manhattan,40.803332,-73.93607,4528
1932,1017270039,Manhattan,40.809406,-73.940089,4528
1933,1017240021,Manhattan,40.807618,-73.943002,4528
1934,1016760011,Manhattan,40.788997,-73.942628,4528
1935,1016160024,Manhattan,40.796015,-73.947288,4528
1936,1016030039,Manhattan,40.788357,-73.952816,4528
1937,1015770149,Manhattan,40.772537,-73.949094,4528
1938,1015711006,Manhattan,40.780488,-73.946119,4528
1939,1015571210,Manhattan,40.782799,-73.947678,4528
1940,1015571209,Manhattan,40.782799,-73.947678,4528
1941,1015571208,Manhattan,40.782799,-73.947678,4528
1942,1015571207,Manhattan,40.782799,-73.947678,4528
1943,1018410041,Manhattan,40.798436,-73.960985,4528
1944,1018420032,Manhattan,40.79846,-73.959736,4528
1945,1018451403,Manhattan,40.801263,-73.959907,4528
1946,1018451404,Manhattan,40.801263,-73.959907,4528
1947,1018840061,Manhattan,40.80581,-73.965493,4528
1948,1018830059,Manhattan,40.805266,-73.965887,4528
1949,1018810054,Manhattan,40.803798,-73.965848,4528
1950,1018790015,Manhattan,40.801811,-73.966846,4528
1951,1018770063,Manhattan,40.800933,-73.967933,4528
1952,1018751002,Manhattan,40.798924,-73.967851,4528
1953,1018740045,Manhattan,40.798817,-73.96874,4528
1954,1018851001,Manhattan,40.806172,-73.965229,4528
1955,1018740044,Manhattan,40.798886,-73.968689,4528
1956,1018730063,Manhattan,40.798793,-73.970614,4528
1957,1018720054,Manhattan,40.797588,-73.969654,4528
1958,1018710042,Manhattan,40.797011,-73.970055,4528
1959,1018700052,Manhattan,40.796257,-73.970626,4528
1960,1018680059,Manhattan,40.795574,-73.971898,4528
