parid,neighbourhood group,latitude,longitude,hotel_counts_per_neighbourhood_group
1000080039,Manhattan,40.703235,-74.012421,4528
1005520060,Manhattan,40.731822,-73.998957,4528
1004911269,Manhattan,40.725616,-74.005253,4528
1004911270,Manhattan,40.725616,-74.005253,4528
1004911271,Manhattan,40.725616,-74.005253,4528
1004911272,Manhattan,40.725616,-74.005253,4528
1004911273,Manhattan,40.725616,-74.005253,4528
1004911274,Manhattan,40.725616,-74.005253,4528
1004911275,Manhattan,40.725616,-74.005253,4528
1004911276,Manhattan,40.725616,-74.005253,4528
1004911277,Manhattan,40.725616,-74.005253,4528
1004911278,Manhattan,40.725616,-74.005253,4528
1004911279,Manhattan,40.725616,-74.005253,4528
1004911280,Manhattan,40.725616,-74.005253,4528
1004911281,Manhattan,40.725616,-74.005253,4528
1004911282,Manhattan,40.725616,-74.005253,4528
1004911283,Manhattan,40.725616,-74.005253,4528
1004911284,Manhattan,40.725616,-74.005253,4528
1004911285,Manhattan,40.725616,-74.005253,4528
1004911286,Manhattan,40.725616,-74.005253,4528
1004911287,Manhattan,40.725616,-74.005253,4528
1004911288,Manhattan,40.725616,-74.005253,4528
1004911289,Manhattan,40.725616,-74.005253,4528
1004911290,Manhattan,40.725616,-74.005253,4528
1004911291,Manhattan,40.725616,-74.005253,4528
1004911292,Manhattan,40.725616,-74.005253,4528
1004911293,Manhattan,40.725616,-74.005253,4528
1004911294,Manhattan,40.725616,-74.005253,4528
1004911295,Manhattan,40.725616,-74.005253,4528
1004911268,Manhattan,40.725616,-74.005253,4528
1004911296,Manhattan,40.725616,-74.005253,4528
1004911267,Manhattan,40.725616,-74.005253,4528
1004911265,Manhattan,40.725616,-74.005253,4528
1004911238,Manhattan,40.725616,-74.005253,4528
1004911239,Manhattan,40.725616,-74.005253,4528
1004911240,Manhattan,40.725616,-74.005253,4528
1004911241,Manhattan,40.725616,-74.005253,4528
1004911242,Manhattan,40.725616,-74.005253,4528
1004911243,Manhattan,40.725616,-74.005253,4528
1004911244,Manhattan,40.725616,-74.005253,4528
1004911245,Manhattan,40.725616,-74.005253,4528
1004911246,Manhattan,40.725616,-74.005253,4528
1004911247,Manhattan,40.725616,-74.005253,4528
1004911248,Manhattan,40.725616,-74.005253,4528
1004911249,Manhattan,40.725616,-74.005253,4528
1004911250,Manhattan,40.725616,-74.005253,4528
1004911251,Manhattan,40.725616,-74.005253,4528
1004911252,Manhattan,40.725616,-74.005253,4528
1004911253,Manhattan,40.725616,-74.005253,4528
1004911254,Manhattan,40.725616,-74.005253,4528
1004911255,Manhattan,40.725616,-74.005253,4528
1004911256,Manhattan,40.725616,-74.005253,4528
1004911257,Manhattan,40.725616,-74.005253,4528
1004911258,Manhattan,40.725616,-74.005253,4528
1004911259,Manhattan,40.725616,-74.005253,4528
1004911260,Manhattan,40.725616,-74.005253,4528
1004911261,Manhattan,40.725616,-74.005253,4528
1004911262,Manhattan,40.725616,-74.005253,4528
1004911263,Manhattan,40.725616,-74.005253,4528
1004911264,Manhattan,40.725616,-74.005253,4528
1004911266,Manhattan,40.725616,-74.005253,4528
1004911297,Manhattan,40.725616,-74.005253,4528
1004911298,Manhattan,40.725616,-74.005253,4528
1004911299,Manhattan,40.725616,-74.005253,4528
1004911332,Manhattan,40.725616,-74.005253,4528
1004911333,Manhattan,40.725616,-74.005253,4528
1004911334,Manhattan,40.725616,-74.005253,4528
1004911335,Manhattan,40.725616,-74.005253,4528
1004911336,Manhattan,40.725616,-74.005253,4528
1004911337,Manhattan,40.725616,-74.005253,4528
1004911338,Manhattan,40.725616,-74.005253,4528
1004911339,Manhattan,40.725616,-74.005253,4528
1004911340,Manhattan,40.725616,-74.005253,4528
1004911341,Manhattan,40.725616,-74.005253,4528
1004911342,Manhattan,40.725616,-74.005253,4528
1004911343,Manhattan,40.725616,-74.005253,4528
1004911344,Manhattan,40.725616,-74.005253,4528
1004911345,Manhattan,40.725616,-74.005253,4528
1004911346,Manhattan,40.725616,-74.005253,4528
1004911347,Manhattan,40.725616,-74.005253,4528
1004911348,Manhattan,40.725616,-74.005253,4528
1004911349,Manhattan,40.725616,-74.005253,4528
1004911350,Manhattan,40.725616,-74.005253,4528
1004911351,Manhattan,40.725616,-74.005253,4528
1004911352,Manhattan,40.725616,-74.005253,4528
1004911353,Manhattan,40.725616,-74.005253,4528
1004911354,Manhattan,40.725616,-74.005253,4528
1004911355,Manhattan,40.725616,-74.005253,4528
1004911356,Manhattan,40.725616,-74.005253,4528
1004911357,Manhattan,40.725616,-74.005253,4528
1004911358,Manhattan,40.725616,-74.005253,4528
1004911331,Manhattan,40.725616,-74.005253,4528
1004911330,Manhattan,40.725616,-74.005253,4528
1004911329,Manhattan,40.725616,-74.005253,4528
1004911328,Manhattan,40.725616,-74.005253,4528
1004911300,Manhattan,40.725616,-74.005253,4528
1004911301,Manhattan,40.725616,-74.005253,4528
1004911302,Manhattan,40.725616,-74.005253,4528
1004911303,Manhattan,40.725616,-74.005253,4528
1004911304,Manhattan,40.725616,-74.005253,4528
1004911305,Manhattan,40.725616,-74.005253,4528
1004911306,Manhattan,40.725616,-74.005253,4528
1004911307,Manhattan,40.725616,-74.005253,4528
1004911308,Manhattan,40.725616,-74.005253,4528
1004911309,Manhattan,40.725616,-74.005253,4528
1004911310,Manhattan,40.725616,-74.005253,4528
1004911311,Manhattan,40.725616,-74.005253,4528
1004911312,Manhattan,40.725616,-74.005253,4528
1004911237,Manhattan,40.725616,-74.005253,4528
1004911313,Manhattan,40.725616,-74.005253,4528
1004911315,Manhattan,40.725616,-74.005253,4528
1004911316,Manhattan,40.725616,-74.005253,4528
1004911317,Manhattan,40.725616,-74.005253,4528
1004911318,Manhattan,40.725616,-74.005253,4528
1004911319,Manhattan,40.725616,-74.005253,4528
1004911320,Manhattan,40.725616,-74.005253,4528
1004911321,Manhattan,40.725616,-74.005253,4528
1004911322,Manhattan,40.725616,-74.005253,4528
1004911323,Manhattan,40.725616,-74.005253,4528
1004911324,Manhattan,40.725616,-74.005253,4528
1004911325,Manhattan,40.725616,-74.005253,4528
1004911326,Manhattan,40.725616,-74.005253,4528
1004911327,Manhattan,40.725616,-74.005253,4528
1004911314,Manhattan,40.725616,-74.005253,4528
1004911359,Manhattan,40.725616,-74.005253,4528
1004911236,Manhattan,40.725616,-74.005253,4528
1004911234,Manhattan,40.725616,-74.005253,4528
1002330002,Manhattan,40.719904,-74.000307,4528
1002340011,Manhattan,40.719891,-73.998759,4528
1002390020,Manhattan,40.718128,-73.994993,4528
1002390029,Manhattan,40.717821,-73.995155,4528
1002740024,Manhattan,40.712433,-73.992732,4528
1002790015,Manhattan,40.712875,-73.998586,4528
1002820023,Manhattan,40.713149,-73.992984,4528
1002820031,Manhattan,40.713761,-73.993666,4528
1002820080,Manhattan,40.714299,-73.993723,4528
1002921110,Manhattan,40.715389,-73.993536,4528
1002930019,Manhattan,40.714771,-73.992656,4528
1002940007,Manhattan,40.715018,-73.992313,4528
1003030015,Manhattan,40.717132,-73.995505,4528
1003030025,Manhattan,40.716512,-73.994694,4528
1003030035,Manhattan,40.715911,-73.995105,4528
1003040004,Manhattan,40.717607,-73.995245,4528
1003040016,Manhattan,40.718403,-73.994665,4528
1003060029,Manhattan,40.717044,-73.992547,4528
1003480036,Manhattan,40.717969,-73.986458,4528
1004091101,Manhattan,40.718559,-73.99,4528
1004091102,Manhattan,40.718559,-73.99,4528
1004100048,Manhattan,40.719967,-73.988023,4528
1004101001,Manhattan,40.719111,-73.988864,4528
1004110041,Manhattan,40.720362,-73.9882,4528
1004120048,Manhattan,40.721811,-73.987467,4528
1004121003,Manhattan,40.721853,-73.988304,4528
1004130041,Manhattan,40.718095,-73.990938,4528
1002270052,Manhattan,40.722827,-74.004726,4528
1004150067,Manhattan,40.720041,-73.98926,4528
1002270028,Manhattan,40.721634,-74.004412,4528
1002110029,Manhattan,40.721,-74.004152,4528
1000790010,Manhattan,40.709916,-74.008949,4528
1000800004,Manhattan,40.711453,-74.010504,4528
1000890003,Manhattan,40.710764,-74.007708,4528
1000901201,Manhattan,40.711393,-74.006666,4528
1000901202,Manhattan,40.710962,-74.006864,4528
1000920014,Manhattan,40.710306,-74.006828,4528
1000921001,Manhattan,40.71055,-74.005771,4528
1000921002,Manhattan,40.71055,-74.005771,4528
1000921003,Manhattan,40.71055,-74.005771,4528
1001060017,Manhattan,40.709021,-74.002272,4528
1001070038,Manhattan,40.707962,-74.001706,4528
1001231101,Manhattan,40.712987,-74.008686,4528
1001361401,Manhattan,40.715205,-74.009476,4528
1001450012,Manhattan,40.715309,-74.008755,4528
1001460023,Manhattan,40.716114,-74.00737,4528
1001620011,Manhattan,40.714261,-73.998745,4528
1001640009,Manhattan,40.715002,-73.999628,4528
1001720020,Manhattan,40.716968,-74.001883,4528
1001870016,Manhattan,40.719783,-74.010227,4528
1001910001,Manhattan,40.719128,-74.005166,4528
1001950007,Manhattan,40.718488,-74.002644,4528
1001960009,Manhattan,40.719358,-74.001905,4528
1001960024,Manhattan,40.718096,-74.001331,4528
1002020023,Manhattan,40.715763,-73.996378,4528
1002030017,Manhattan,40.717322,-73.99557,4528
1002090019,Manhattan,40.719084,-73.999953,4528
1002090024,Manhattan,40.718516,-74.000635,4528
1002120045,Manhattan,40.721068,-74.005758,4528
1004150077,Manhattan,40.719454,-73.98956,4528
1004160058,Manhattan,40.721043,-73.988748,4528
1004170011,Manhattan,40.723137,-73.989303,4528
1004911207,Manhattan,40.725616,-74.005253,4528
1004911208,Manhattan,40.725616,-74.005253,4528
1004911209,Manhattan,40.725616,-74.005253,4528
1004911210,Manhattan,40.725616,-74.005253,4528
1004911211,Manhattan,40.725616,-74.005253,4528
1004911212,Manhattan,40.725616,-74.005253,4528
1004911213,Manhattan,40.725616,-74.005253,4528
1004911214,Manhattan,40.725616,-74.005253,4528
1004911215,Manhattan,40.725616,-74.005253,4528
1004911216,Manhattan,40.725616,-74.005253,4528
1004911217,Manhattan,40.725616,-74.005253,4528
1004911218,Manhattan,40.725616,-74.005253,4528
1004911219,Manhattan,40.725616,-74.005253,4528
1004911220,Manhattan,40.725616,-74.005253,4528
1004911221,Manhattan,40.725616,-74.005253,4528
1004911222,Manhattan,40.725616,-74.005253,4528
1004911223,Manhattan,40.725616,-74.005253,4528
1004911224,Manhattan,40.725616,-74.005253,4528
1004911225,Manhattan,40.725616,-74.005253,4528
1004911226,Manhattan,40.725616,-74.005253,4528
1004911227,Manhattan,40.725616,-74.005253,4528
1004911228,Manhattan,40.725616,-74.005253,4528
1004911229,Manhattan,40.725616,-74.005253,4528
1004911230,Manhattan,40.725616,-74.005253,4528
1004911231,Manhattan,40.725616,-74.005253,4528
1004911232,Manhattan,40.725616,-74.005253,4528
1004911233,Manhattan,40.725616,-74.005253,4528
1004911206,Manhattan,40.725616,-74.005253,4528
1004911205,Manhattan,40.725616,-74.005253,4528
1004911204,Manhattan,40.725616,-74.005253,4528
1004911203,Manhattan,40.725616,-74.005253,4528
1004171002,Manhattan,40.722248,-73.988899,4528
1004180036,Manhattan,40.718707,-73.99268,4528
1004220047,Manhattan,40.723382,-73.990144,4528
1004230008,Manhattan,40.719051,-73.994553,4528
1004250004,Manhattan,40.720741,-73.993864,4528
1004250023,Manhattan,40.721337,-73.992561,4528
1004260017,Manhattan,40.722748,-73.993106,4528
1004271601,Manhattan,40.722786,-73.991464,4528
1004510039,Manhattan,40.728269,-73.984803,4528
1004570009,Manhattan,40.725465,-73.991879,4528
1004580006,Manhattan,40.726047,-73.991908,4528
1004610003,Manhattan,40.727751,-73.9912,4528
1004610006,Manhattan,40.728171,-73.990897,4528
1004911235,Manhattan,40.725616,-74.005253,4528
1004620018,Manhattan,40.72821,-73.988689,4528
1004649006,Manhattan,40.729793,-73.989703,4528
1004650001,Manhattan,40.729807,-73.989692,4528
1004670001,Manhattan,40.731415,-73.988533,4528
1004700050,Manhattan,40.719251,-73.994495,4528
1004700053,Manhattan,40.719018,-73.994589,4528
1004710055,Manhattan,40.719193,-73.996883,4528
1004730017,Manhattan,40.721524,-73.999278,4528
1004770068,Manhattan,40.723687,-74.005372,4528
1004790029,Manhattan,40.720687,-73.995173,4528
1004810001,Manhattan,40.720733,-73.997388,4528
1004880003,Manhattan,40.724183,-74.003196,4528
1004911201,Manhattan,40.725616,-74.005253,4528
1004911202,Manhattan,40.725616,-74.005253,4528
1004630007,Manhattan,40.72928,-73.990085,4528
1004911360,Manhattan,40.725616,-74.005253,4528
1004911361,Manhattan,40.725616,-74.005253,4528
1004911362,Manhattan,40.725616,-74.005253,4528
1004911519,Manhattan,40.725616,-74.005253,4528
1004911520,Manhattan,40.725616,-74.005253,4528
1004911521,Manhattan,40.725616,-74.005253,4528
1004911522,Manhattan,40.725616,-74.005253,4528
1004911523,Manhattan,40.725616,-74.005253,4528
1004911524,Manhattan,40.725616,-74.005253,4528
1004911525,Manhattan,40.725616,-74.005253,4528
1004911526,Manhattan,40.725616,-74.005253,4528
1004911527,Manhattan,40.725616,-74.005253,4528
1004911528,Manhattan,40.725616,-74.005253,4528
1004911529,Manhattan,40.725616,-74.005253,4528
1004911530,Manhattan,40.725616,-74.005253,4528
1004911531,Manhattan,40.725616,-74.005253,4528
1004911532,Manhattan,40.725616,-74.005253,4528
1004911533,Manhattan,40.725616,-74.005253,4528
1004911534,Manhattan,40.725616,-74.005253,4528
1004911535,Manhattan,40.725616,-74.005253,4528
1004911536,Manhattan,40.725616,-74.005253,4528
1004911537,Manhattan,40.725616,-74.005253,4528
1004911538,Manhattan,40.725616,-74.005253,4528
1004911539,Manhattan,40.725616,-74.005253,4528
1004911540,Manhattan,40.725616,-74.005253,4528
1004911541,Manhattan,40.725616,-74.005253,4528
1004911542,Manhattan,40.725616,-74.005253,4528
1004911543,Manhattan,40.725616,-74.005253,4528
1004911544,Manhattan,40.725616,-74.005253,4528
1004911545,Manhattan,40.725616,-74.005253,4528
1004911518,Manhattan,40.725616,-74.005253,4528
1004911546,Manhattan,40.725616,-74.005253,4528
1004911517,Manhattan,40.725616,-74.005253,4528
1004911515,Manhattan,40.725616,-74.005253,4528
1004911488,Manhattan,40.725616,-74.005253,4528
1004911489,Manhattan,40.725616,-74.005253,4528
1004911490,Manhattan,40.725616,-74.005253,4528
1004911491,Manhattan,40.725616,-74.005253,4528
1004911492,Manhattan,40.725616,-74.005253,4528
1004911493,Manhattan,40.725616,-74.005253,4528
1004911494,Manhattan,40.725616,-74.005253,4528
1004911495,Manhattan,40.725616,-74.005253,4528
1004911496,Manhattan,40.725616,-74.005253,4528
1004911497,Manhattan,40.725616,-74.005253,4528
1004911498,Manhattan,40.725616,-74.005253,4528
1004911499,Manhattan,40.725616,-74.005253,4528
1004911500,Manhattan,40.725616,-74.005253,4528
1004911501,Manhattan,40.725616,-74.005253,4528
1004911502,Manhattan,40.725616,-74.005253,4528
1004911503,Manhattan,40.725616,-74.005253,4528
1004911504,Manhattan,40.725616,-74.005253,4528
1004911505,Manhattan,40.725616,-74.005253,4528
1004911506,Manhattan,40.725616,-74.005253,4528
1004911507,Manhattan,40.725616,-74.005253,4528
1004911508,Manhattan,40.725616,-74.005253,4528
1004911509,Manhattan,40.725616,-74.005253,4528
1004911510,Manhattan,40.725616,-74.005253,4528
1004911511,Manhattan,40.725616,-74.005253,4528
1004911512,Manhattan,40.725616,-74.005253,4528
1004911513,Manhattan,40.725616,-74.005253,4528
1004911514,Manhattan,40.725616,-74.005253,4528
1004911516,Manhattan,40.725616,-74.005253,4528
1004911547,Manhattan,40.725616,-74.005253,4528
1004911548,Manhattan,40.725616,-74.005253,4528
1004911549,Manhattan,40.725616,-74.005253,4528
1004911582,Manhattan,40.725616,-74.005253,4528
1004911583,Manhattan,40.725616,-74.005253,4528
1004911584,Manhattan,40.725616,-74.005253,4528
1004911585,Manhattan,40.725616,-74.005253,4528
1004911586,Manhattan,40.725616,-74.005253,4528
1004911587,Manhattan,40.725616,-74.005253,4528
1004911588,Manhattan,40.725616,-74.005253,4528
1004911589,Manhattan,40.725616,-74.005253,4528
1004911590,Manhattan,40.725616,-74.005253,4528
1004911591,Manhattan,40.725616,-74.005253,4528
1004920025,Manhattan,40.721891,-73.993445,4528
1004960001,Manhattan,40.722954,-73.99772,4528
1005130035,Manhattan,40.724697,-73.998694,4528
1005300036,Manhattan,40.726022,-73.99194,4528
1005320008,Manhattan,40.728281,-73.995501,4528
1005330001,Manhattan,40.729113,-73.997507,4528
1005400014,Manhattan,40.730236,-74.000274,4528
1005460001,Manhattan,40.729744,-73.996399,4528
1005460015,Manhattan,40.729651,-73.995068,4528
1005480004,Manhattan,40.730925,-73.995364,4528
1005500024,Manhattan,40.732083,-73.995966,4528
1005500027,Manhattan,40.731984,-73.995732,4528
1005500029,Manhattan,40.731918,-73.995576,4528
1005500030,Manhattan,40.731885,-73.995497,4528
1005500032,Manhattan,40.731819,-73.995342,4528
1005520024,Manhattan,40.731408,-73.999307,4528
1005520026,Manhattan,40.73127,-73.999423,4528
1004911581,Manhattan,40.725616,-74.005253,4528
1004911580,Manhattan,40.725616,-74.005253,4528
1004911579,Manhattan,40.725616,-74.005253,4528
1004911578,Manhattan,40.725616,-74.005253,4528
1004911550,Manhattan,40.725616,-74.005253,4528
1004911551,Manhattan,40.725616,-74.005253,4528
1004911552,Manhattan,40.725616,-74.005253,4528
1004911553,Manhattan,40.725616,-74.005253,4528
1004911554,Manhattan,40.725616,-74.005253,4528
1004911555,Manhattan,40.725616,-74.005253,4528
1004911556,Manhattan,40.725616,-74.005253,4528
1004911557,Manhattan,40.725616,-74.005253,4528
1004911558,Manhattan,40.725616,-74.005253,4528
1004911559,Manhattan,40.725616,-74.005253,4528
1004911560,Manhattan,40.725616,-74.005253,4528
1004911561,Manhattan,40.725616,-74.005253,4528
1004911562,Manhattan,40.725616,-74.005253,4528
1004911487,Manhattan,40.725616,-74.005253,4528
1004911563,Manhattan,40.725616,-74.005253,4528
1004911565,Manhattan,40.725616,-74.005253,4528
1004911566,Manhattan,40.725616,-74.005253,4528
1004911567,Manhattan,40.725616,-74.005253,4528
1004911568,Manhattan,40.725616,-74.005253,4528
1004911569,Manhattan,40.725616,-74.005253,4528
1004911570,Manhattan,40.725616,-74.005253,4528
1004911571,Manhattan,40.725616,-74.005253,4528
1004911572,Manhattan,40.725616,-74.005253,4528
1004911573,Manhattan,40.725616,-74.005253,4528
1004911574,Manhattan,40.725616,-74.005253,4528
1004911575,Manhattan,40.725616,-74.005253,4528
1004911576,Manhattan,40.725616,-74.005253,4528
1004911577,Manhattan,40.725616,-74.005253,4528
1004911564,Manhattan,40.725616,-74.005253,4528
1004911486,Manhattan,40.725616,-74.005253,4528
1004911485,Manhattan,40.725616,-74.005253,4528
1004911484,Manhattan,40.725616,-74.005253,4528
1004911394,Manhattan,40.725616,-74.005253,4528
1004911395,Manhattan,40.725616,-74.005253,4528
1004911396,Manhattan,40.725616,-74.005253,4528
1004911397,Manhattan,40.725616,-74.005253,4528
1004911398,Manhattan,40.725616,-74.005253,4528
1004911399,Manhattan,40.725616,-74.005253,4528
1004911400,Manhattan,40.725616,-74.005253,4528
1004911401,Manhattan,40.725616,-74.005253,4528
1004911402,Manhattan,40.725616,-74.005253,4528
1004911403,Manhattan,40.725616,-74.005253,4528
1004911404,Manhattan,40.725616,-74.005253,4528
1004911405,Manhattan,40.725616,-74.005253,4528
1004911406,Manhattan,40.725616,-74.005253,4528
1004911407,Manhattan,40.725616,-74.005253,4528
1004911408,Manhattan,40.725616,-74.005253,4528
1004911409,Manhattan,40.725616,-74.005253,4528
1004911410,Manhattan,40.725616,-74.005253,4528
1004911411,Manhattan,40.725616,-74.005253,4528
1004911412,Manhattan,40.725616,-74.005253,4528
1004911413,Manhattan,40.725616,-74.005253,4528
1004911414,Manhattan,40.725616,-74.005253,4528
1004911415,Manhattan,40.725616,-74.005253,4528
1004911416,Manhattan,40.725616,-74.005253,4528
1004911417,Manhattan,40.725616,-74.005253,4528
1004911418,Manhattan,40.725616,-74.005253,4528
1004911419,Manhattan,40.725616,-74.005253,4528
1004911420,Manhattan,40.725616,-74.005253,4528
1004911393,Manhattan,40.725616,-74.005253,4528
1004911392,Manhattan,40.725616,-74.005253,4528
1004911391,Manhattan,40.725616,-74.005253,4528
1004911390,Manhattan,40.725616,-74.005253,4528
1010271286,Manhattan,40.764521,-73.980773,4528
1004911363,Manhattan,40.725616,-74.005253,4528
1004911364,Manhattan,40.725616,-74.005253,4528
1004911365,Manhattan,40.725616,-74.005253,4528
1004911366,Manhattan,40.725616,-74.005253,4528
1004911367,Manhattan,40.725616,-74.005253,4528
1004911368,Manhattan,40.725616,-74.005253,4528
1004911369,Manhattan,40.725616,-74.005253,4528
1004911370,Manhattan,40.725616,-74.005253,4528
1004911371,Manhattan,40.725616,-74.005253,4528
1004911372,Manhattan,40.725616,-74.005253,4528
1004911373,Manhattan,40.725616,-74.005253,4528
1004911374,Manhattan,40.725616,-74.005253,4528
1004911421,Manhattan,40.725616,-74.005253,4528
1004911375,Manhattan,40.725616,-74.005253,4528
1004911377,Manhattan,40.725616,-74.005253,4528
1004911378,Manhattan,40.725616,-74.005253,4528
1004911379,Manhattan,40.725616,-74.005253,4528
1004911380,Manhattan,40.725616,-74.005253,4528
1004911381,Manhattan,40.725616,-74.005253,4528
1004911382,Manhattan,40.725616,-74.005253,4528
1004911383,Manhattan,40.725616,-74.005253,4528
1004911384,Manhattan,40.725616,-74.005253,4528
1004911385,Manhattan,40.725616,-74.005253,4528
1004911386,Manhattan,40.725616,-74.005253,4528
1004911387,Manhattan,40.725616,-74.005253,4528
1004911388,Manhattan,40.725616,-74.005253,4528
1004911389,Manhattan,40.725616,-74.005253,4528
1004911376,Manhattan,40.725616,-74.005253,4528
1005531202,Manhattan,40.73236,-73.998889,4528
1004911422,Manhattan,40.725616,-74.005253,4528
1004911424,Manhattan,40.725616,-74.005253,4528
1004911457,Manhattan,40.725616,-74.005253,4528
1004911458,Manhattan,40.725616,-74.005253,4528
1004911459,Manhattan,40.725616,-74.005253,4528
1004911460,Manhattan,40.725616,-74.005253,4528
1004911461,Manhattan,40.725616,-74.005253,4528
1004911462,Manhattan,40.725616,-74.005253,4528
1004911463,Manhattan,40.725616,-74.005253,4528
1004911464,Manhattan,40.725616,-74.005253,4528
1004911465,Manhattan,40.725616,-74.005253,4528
1004911466,Manhattan,40.725616,-74.005253,4528
1004911467,Manhattan,40.725616,-74.005253,4528
1004911468,Manhattan,40.725616,-74.005253,4528
1004911469,Manhattan,40.725616,-74.005253,4528
1004911470,Manhattan,40.725616,-74.005253,4528
1004911471,Manhattan,40.725616,-74.005253,4528
1004911472,Manhattan,40.725616,-74.005253,4528
1004911473,Manhattan,40.725616,-74.005253,4528
1004911474,Manhattan,40.725616,-74.005253,4528
1004911475,Manhattan,40.725616,-74.005253,4528
1004911476,Manhattan,40.725616,-74.005253,4528
1004911477,Manhattan,40.725616,-74.005253,4528
1004911478,Manhattan,40.725616,-74.005253,4528
1004911479,Manhattan,40.725616,-74.005253,4528
1004911480,Manhattan,40.725616,-74.005253,4528
1004911481,Manhattan,40.725616,-74.005253,4528
1004911482,Manhattan,40.725616,-74.005253,4528
1004911483,Manhattan,40.725616,-74.005253,4528
1004911456,Manhattan,40.725616,-74.005253,4528
1004911455,Manhattan,40.725616,-74.005253,4528
1004911454,Manhattan,40.725616,-74.005253,4528
1004911453,Manhattan,40.725616,-74.005253,4528
1004911425,Manhattan,40.725616,-74.005253,4528
1004911426,Manhattan,40.725616,-74.005253,4528
1004911427,Manhattan,40.725616,-74.005253,4528
1004911428,Manhattan,40.725616,-74.005253,4528
1004911429,Manhattan,40.725616,-74.005253,4528
1004911430,Manhattan,40.725616,-74.005253,4528
1004911431,Manhattan,40.725616,-74.005253,4528
1004911432,Manhattan,40.725616,-74.005253,4528
1004911433,Manhattan,40.725616,-74.005253,4528
1004911434,Manhattan,40.725616,-74.005253,4528
1004911435,Manhattan,40.725616,-74.005253,4528
1004911436,Manhattan,40.725616,-74.005253,4528
1004911437,Manhattan,40.725616,-74.005253,4528
1004911423,Manhattan,40.725616,-74.005253,4528
1004911438,Manhattan,40.725616,-74.005253,4528
1004911440,Manhattan,40.725616,-74.005253,4528
1004911441,Manhattan,40.725616,-74.005253,4528
1004911442,Manhattan,40.725616,-74.005253,4528
1004911443,Manhattan,40.725616,-74.005253,4528
1004911444,Manhattan,40.725616,-74.005253,4528
1004911445,Manhattan,40.725616,-74.005253,4528
1004911446,Manhattan,40.725616,-74.005253,4528
1004911447,Manhattan,40.725616,-74.005253,4528
1004911448,Manhattan,40.725616,-74.005253,4528
1004911449,Manhattan,40.725616,-74.005253,4528
1004911450,Manhattan,40.725616,-74.005253,4528
1004911451,Manhattan,40.725616,-74.005253,4528
1004911452,Manhattan,40.725616,-74.005253,4528
1004911439,Manhattan,40.725616,-74.005253,4528
1010271287,Manhattan,40.764521,-73.980773,4528
1010271730,Manhattan,40.764521,-73.980773,4528
1010271289,Manhattan,40.764521,-73.980773,4528
1013191315,Manhattan,40.752531,-73.972642,4528
1013191314,Manhattan,40.752531,-73.972642,4528
1013191313,Manhattan,40.752531,-73.972642,4528
1013191312,Manhattan,40.752531,-73.972642,4528
1013191311,Manhattan,40.752531,-73.972642,4528
1013191310,Manhattan,40.752531,-73.972642,4528
1013191309,Manhattan,40.752531,-73.972642,4528
1013191308,Manhattan,40.752531,-73.972642,4528
1013191307,Manhattan,40.752531,-73.972642,4528
1013191306,Manhattan,40.752531,-73.972642,4528
1013191305,Manhattan,40.752531,-73.972642,4528
1013191304,Manhattan,40.752531,-73.972642,4528
1013191303,Manhattan,40.752531,-73.972642,4528
1013190034,Manhattan,40.752942,-73.97171,4528
1013181001,Manhattan,40.751809,-73.972876,4528
1013191316,Manhattan,40.752531,-73.972642,4528
1013180029,Manhattan,40.751548,-73.970964,4528
1013191317,Manhattan,40.752531,-73.972642,4528
1013191319,Manhattan,40.752531,-73.972642,4528
1013191334,Manhattan,40.752531,-73.972642,4528
1013191333,Manhattan,40.752531,-73.972642,4528
1013191332,Manhattan,40.752531,-73.972642,4528
1013191331,Manhattan,40.752531,-73.972642,4528
1013191330,Manhattan,40.752531,-73.972642,4528
1013191329,Manhattan,40.752531,-73.972642,4528
1013191328,Manhattan,40.752531,-73.972642,4528
1013191327,Manhattan,40.752531,-73.972642,4528
1013191326,Manhattan,40.752531,-73.972642,4528
1013191325,Manhattan,40.752531,-73.972642,4528
1013191324,Manhattan,40.752531,-73.972642,4528
1013191323,Manhattan,40.752531,-73.972642,4528
1013191322,Manhattan,40.752531,-73.972642,4528
1013191321,Manhattan,40.752531,-73.972642,4528
1013191320,Manhattan,40.752531,-73.972642,4528
1013191318,Manhattan,40.752531,-73.972642,4528
1013170019,Manhattan,40.751104,-73.973137,4528
1013150044,Manhattan,40.750415,-73.973635,4528
1013110059,Manhattan,40.76083,-73.969216,4528
1013020051,Manhattan,40.75496,-73.973471,4528
1013020043,Manhattan,40.755062,-73.972868,4528
1013020030,Manhattan,40.754367,-73.973117,4528
1013020021,Manhattan,40.75471,-73.973655,4528
1012991001,Manhattan,40.753138,-73.974803,4528
1012990023,Manhattan,40.752474,-73.974446,4528
1012931001,Manhattan,40.762088,-73.971862,4528
1012901248,Manhattan,40.761559,-73.974681,4528
1012901247,Manhattan,40.761559,-73.974681,4528
1012901246,Manhattan,40.761559,-73.974681,4528
1012901245,Manhattan,40.761559,-73.974681,4528
1012901244,Manhattan,40.761559,-73.974681,4528
1012901243,Manhattan,40.761559,-73.974681,4528
1012901242,Manhattan,40.761559,-73.974681,4528
1012901241,Manhattan,40.761559,-73.974681,4528
1013030014,Manhattan,40.75555,-73.973979,4528
1013030053,Manhattan,40.755685,-73.972943,4528
