PARID,neighbourhood_group,zipcode,neighbourhood,hotel_counts_per_neighbourhood
1011131251,Manhattan,10023,Upper West Side,714
1011131252,Manhattan,10023,Upper West Side,714
1011131253,Manhattan,10023,Upper West Side,714
1011131254,Manhattan,10023,Upper West Side,714
1011131255,Manhattan,10023,Upper West Side,714
1011131256,Manhattan,10023,Upper West Side,714
1011131257,Manhattan,10023,Upper West Side,714
1011131258,Manhattan,10023,Upper West Side,714
1011131259,Manhattan,10023,Upper West Side,714
1011131260,Manhattan,10023,Upper West Side,714
1011131261,Manhattan,10023,Upper West Side,714
1011131262,Manhattan,10023,Upper West Side,714
1011131263,Manhattan,10023,Upper West Side,714
1011131264,Manhattan,10023,Upper West Side,714
1011131265,Manhattan,10023,Upper West Side,714
1011131266,Manhattan,10023,Upper West Side,714
1011131267,Manhattan,10023,Upper West Side,714
1011131268,Manhattan,10023,Upper West Side,714
1011131269,Manhattan,10023,Upper West Side,714
1011131270,Manhattan,10023,Upper West Side,714
1011131271,Manhattan,10023,Upper West Side,714
1011131272,Manhattan,10023,Upper West Side,714
1011131273,Manhattan,10023,Upper West Side,714
1011131274,Manhattan,10023,Upper West Side,714
1011131275,Manhattan,10023,Upper West Side,714
1011131276,Manhattan,10023,Upper West Side,714
1011131277,Manhattan,10023,Upper West Side,714
1011131278,Manhattan,10023,Upper West Side,714
1011131279,Manhattan,10023,Upper West Side,714
1011131280,Manhattan,10023,Upper West Side,714
1011131281,Manhattan,10023,Upper West Side,714
1011131282,Manhattan,10023,Upper West Side,714
1011131283,Manhattan,10023,Upper West Side,714
1011131284,Manhattan,10023,Upper West Side,714
1011131285,Manhattan,10023,Upper West Side,714
1011131286,Manhattan,10023,Upper West Side,714
1011131287,Manhattan,10023,Upper West Side,714
1011131288,Manhattan,10023,Upper West Side,714
1011131289,Manhattan,10023,Upper West Side,714
1011131290,Manhattan,10023,Upper West Side,714
1011131291,Manhattan,10023,Upper West Side,714
1011131292,Manhattan,10023,Upper West Side,714
1011131293,Manhattan,10023,Upper West Side,714
1011131294,Manhattan,10023,Upper West Side,714
1011131295,Manhattan,10023,Upper West Side,714
1011131296,Manhattan,10023,Upper West Side,714
1011131297,Manhattan,10023,Upper West Side,714
1011131298,Manhattan,10023,Upper West Side,714
1011131299,Manhattan,10023,Upper West Side,714
1011131300,Manhattan,10023,Upper West Side,714
1011131301,Manhattan,10023,Upper West Side,714
1011131302,Manhattan,10023,Upper West Side,714
1011131303,Manhattan,10023,Upper West Side,714
1011131304,Manhattan,10023,Upper West Side,714
1011131305,Manhattan,10023,Upper West Side,714
1011131306,Manhattan,10023,Upper West Side,714
1011131307,Manhattan,10023,Upper West Side,714
1011131308,Manhattan,10023,Upper West Side,714
1011131309,Manhattan,10023,Upper West Side,714
1011131310,Manhattan,10023,Upper West Side,714
1011131311,Manhattan,10023,Upper West Side,714
1011131312,Manhattan,10023,Upper West Side,714
1011131313,Manhattan,10023,Upper West Side,714
1011131314,Manhattan,10023,Upper West Side,714
1011131315,Manhattan,10023,Upper West Side,714
1011131316,Manhattan,10023,Upper West Side,714
1011131317,Manhattan,10023,Upper West Side,714
1011131318,Manhattan,10023,Upper West Side,714
1011131319,Manhattan,10023,Upper West Side,714
1011131320,Manhattan,10023,Upper West Side,714
1011131321,Manhattan,10023,Upper West Side,714
1011131322,Manhattan,10023,Upper West Side,714
1011131323,Manhattan,10023,Upper West Side,714
1011131324,Manhattan,10023,Upper West Side,714
1011131325,Manhattan,10023,Upper West Side,714
1011131326,Manhattan,10023,Upper West Side,714
1011131327,Manhattan,10023,Upper West Side,714
1011131328,Manhattan,10023,Upper West Side,714
1011131329,Manhattan,10023,Upper West Side,714
1011131330,Manhattan,10023,Upper West Side,714
1011131331,Manhattan,10023,Upper West Side,714
1011131332,Manhattan,10023,Upper West Side,714
1011131333,Manhattan,10023,Upper West Side,714
1011131334,Manhattan,10023,Upper West Side,714
1011131335,Manhattan,10023,Upper West Side,714
1011131336,Manhattan,10023,Upper West Side,714
1011131337,Manhattan,10023,Upper West Side,714
1011131338,Manhattan,10023,Upper West Side,714
1011131339,Manhattan,10023,Upper West Side,714
1011131340,Manhattan,10023,Upper West Side,714
1011131341,Manhattan,10023,Upper West Side,714
1011131342,Manhattan,10023,Upper West Side,714
1011131343,Manhattan,10023,Upper West Side,714
1011131344,Manhattan,10023,Upper West Side,714
1011131345,Manhattan,10023,Upper West Side,714
1011131346,Manhattan,10023,Upper West Side,714
1011131347,Manhattan,10023,Upper West Side,714
1011131348,Manhattan,10023,Upper West Side,714
1011131349,Manhattan,10023,Upper West Side,714
1011131350,Manhattan,10023,Upper West Side,714
1011131351,Manhattan,10023,Upper West Side,714
1011131352,Manhattan,10023,Upper West Side,714
1011131353,Manhattan,10023,Upper West Side,714
1011131354,Manhattan,10023,Upper West Side,714
1011131355,Manhattan,10023,Upper West Side,714
1011131356,Manhattan,10023,Upper West Side,714
1011131357,Manhattan,10023,Upper West Side,714
1011131358,Manhattan,10023,Upper West Side,714
1011131359,Manhattan,10023,Upper West Side,714
1011131360,Manhattan,10023,Upper West Side,714
1011131361,Manhattan,10023,Upper West Side,714
1011131362,Manhattan,10023,Upper West Side,714
1011131363,Manhattan,10023,Upper West Side,714
1011131364,Manhattan,10023,Upper West Side,714
1011131365,Manhattan,10023,Upper West Side,714
1011131366,Manhattan,10023,Upper West Side,714
1011131367,Manhattan,10023,Upper West Side,714
1011131368,Manhattan,10023,Upper West Side,714
1011131369,Manhattan,10023,Upper West Side,714
1011131370,Manhattan,10023,Upper West Side,714
1011131371,Manhattan,10023,Upper West Side,714
1011131372,Manhattan,10023,Upper West Side,714
1011131373,Manhattan,10023,Upper West Side,714
1011131374,Manhattan,10023,Upper West Side,714
1011131375,Manhattan,10023,Upper West Side,714
1011131376,Manhattan,10023,Upper West Side,714
1011131377,Manhattan,10023,Upper West Side,714
1011131378,Manhattan,10023,Upper West Side,714
1011131379,Manhattan,10023,Upper West Side,714
1011131380,Manhattan,10023,Upper West Side,714
1011131381,Manhattan,10023,Upper West Side,714
1011131382,Manhattan,10023,Upper West Side,714
1011131383,Manhattan,10023,Upper West Side,714
1011131384,Manhattan,10023,Upper West Side,714
1011131385,Manhattan,10023,Upper West Side,714
1011131386,Manhattan,10023,Upper West Side,714
1011150057,Manhattan,10023,Upper West Side,714
1011240018,Manhattan,10023,Upper West Side,714
1011381203,Manhattan,10023,Upper West Side,714
1011381204,Manhattan,10023,Upper West Side,714
1011381205,Manhattan,10023,Upper West Side,714
1011381206,Manhattan,10023,Upper West Side,714
1011381207,Manhattan,10023,Upper West Side,714
1011381209,Manhattan,10023,Upper West Side,714
1011381210,Manhattan,10023,Upper West Side,714
1011381211,Manhattan,10023,Upper West Side,714
1011381212,Manhattan,10023,Upper West Side,714
1011381213,Manhattan,10023,Upper West Side,714
1011381214,Manhattan,10023,Upper West Side,714
1011381215,Manhattan,10023,Upper West Side,714
1011381216,Manhattan,10023,Upper West Side,714
1011381217,Manhattan,10023,Upper West Side,714
1011381218,Manhattan,10023,Upper West Side,714
1011381219,Manhattan,10023,Upper West Side,714
1011381220,Manhattan,10023,Upper West Side,714
1011381221,Manhattan,10023,Upper West Side,714
1011381223,Manhattan,10023,Upper West Side,714
1011381224,Manhattan,10023,Upper West Side,714
1011381225,Manhattan,10023,Upper West Side,714
1011381226,Manhattan,10023,Upper West Side,714
1011381227,Manhattan,10023,Upper West Side,714
1011381228,Manhattan,10023,Upper West Side,714
1011381229,Manhattan,10023,Upper West Side,714
1011381230,Manhattan,10023,Upper West Side,714
1011381231,Manhattan,10023,Upper West Side,714
1011381233,Manhattan,10023,Upper West Side,714
1011381234,Manhattan,10023,Upper West Side,714
1011381235,Manhattan,10023,Upper West Side,714
1011381236,Manhattan,10023,Upper West Side,714
1011381237,Manhattan,10023,Upper West Side,714
1011381238,Manhattan,10023,Upper West Side,714
1011381239,Manhattan,10023,Upper West Side,714
1011381240,Manhattan,10023,Upper West Side,714
1011381241,Manhattan,10023,Upper West Side,714
1011381242,Manhattan,10023,Upper West Side,714
1011381243,Manhattan,10023,Upper West Side,714
1011381244,Manhattan,10023,Upper West Side,714
1011381245,Manhattan,10023,Upper West Side,714
1011381247,Manhattan,10023,Upper West Side,714
1011381248,Manhattan,10023,Upper West Side,714
1011381249,Manhattan,10023,Upper West Side,714
1011381250,Manhattan,10023,Upper West Side,714
1011381251,Manhattan,10023,Upper West Side,714
1011381458,Manhattan,10023,Upper West Side,714
1011381459,Manhattan,10023,Upper West Side,714
1011381460,Manhattan,10023,Upper West Side,714
1011381461,Manhattan,10023,Upper West Side,714
1011381462,Manhattan,10023,Upper West Side,714
1011381463,Manhattan,10023,Upper West Side,714
1011381464,Manhattan,10023,Upper West Side,714
1011381465,Manhattan,10023,Upper West Side,714
1011381466,Manhattan,10023,Upper West Side,714
1011381467,Manhattan,10023,Upper West Side,714
1011381468,Manhattan,10023,Upper West Side,714
1011381469,Manhattan,10023,Upper West Side,714
1011381470,Manhattan,10023,Upper West Side,714
1011381471,Manhattan,10023,Upper West Side,714
1011381472,Manhattan,10023,Upper West Side,714
1011381473,Manhattan,10023,Upper West Side,714
1011381474,Manhattan,10023,Upper West Side,714
1011381475,Manhattan,10023,Upper West Side,714
1011381476,Manhattan,10023,Upper West Side,714
1011381477,Manhattan,10023,Upper West Side,714
1011381478,Manhattan,10023,Upper West Side,714
1011381479,Manhattan,10023,Upper West Side,714
1011381480,Manhattan,10023,Upper West Side,714
1011381481,Manhattan,10023,Upper West Side,714
1011381482,Manhattan,10023,Upper West Side,714
1011381483,Manhattan,10023,Upper West Side,714
1011381484,Manhattan,10023,Upper West Side,714
1011381485,Manhattan,10023,Upper West Side,714
1011381486,Manhattan,10023,Upper West Side,714
1011381487,Manhattan,10023,Upper West Side,714
1011381488,Manhattan,10023,Upper West Side,714
1011381489,Manhattan,10023,Upper West Side,714
1011381490,Manhattan,10023,Upper West Side,714
1011381491,Manhattan,10023,Upper West Side,714
1011381492,Manhattan,10023,Upper West Side,714
1011381493,Manhattan,10023,Upper West Side,714
1011381494,Manhattan,10023,Upper West Side,714
1011381495,Manhattan,10023,Upper West Side,714
1011381496,Manhattan,10023,Upper West Side,714
1011381497,Manhattan,10023,Upper West Side,714
1011381498,Manhattan,10023,Upper West Side,714
1011381499,Manhattan,10023,Upper West Side,714
1011381500,Manhattan,10023,Upper West Side,714
1011381503,Manhattan,10023,Upper West Side,714
1011381505,Manhattan,10023,Upper West Side,714
1011381506,Manhattan,10023,Upper West Side,714
1011381507,Manhattan,10023,Upper West Side,714
1011381509,Manhattan,10023,Upper West Side,714
1011381510,Manhattan,10023,Upper West Side,714
1011381511,Manhattan,10023,Upper West Side,714
1011381512,Manhattan,10023,Upper West Side,714
1011381513,Manhattan,10023,Upper West Side,714
1011381514,Manhattan,10023,Upper West Side,714
1011381515,Manhattan,10023,Upper West Side,714
1011381516,Manhattan,10023,Upper West Side,714
1011381517,Manhattan,10023,Upper West Side,714
1011381518,Manhattan,10023,Upper West Side,714
1011381519,Manhattan,10023,Upper West Side,714
1011381520,Manhattan,10023,Upper West Side,714
1011381521,Manhattan,10023,Upper West Side,714
1011381522,Manhattan,10023,Upper West Side,714
1011381523,Manhattan,10023,Upper West Side,714
1011381524,Manhattan,10023,Upper West Side,714
1011381525,Manhattan,10023,Upper West Side,714
1011381526,Manhattan,10023,Upper West Side,714
1011381528,Manhattan,10023,Upper West Side,714
1011381529,Manhattan,10023,Upper West Side,714
1011381530,Manhattan,10023,Upper West Side,714
1011381531,Manhattan,10023,Upper West Side,714
1011381532,Manhattan,10023,Upper West Side,714
1011381533,Manhattan,10023,Upper West Side,714
1011381534,Manhattan,10023,Upper West Side,714
1011381535,Manhattan,10023,Upper West Side,714
1011381537,Manhattan,10023,Upper West Side,714
1011381538,Manhattan,10023,Upper West Side,714
1011381541,Manhattan,10023,Upper West Side,714
1011381542,Manhattan,10023,Upper West Side,714
1011381543,Manhattan,10023,Upper West Side,714
1011381544,Manhattan,10023,Upper West Side,714
1011381545,Manhattan,10023,Upper West Side,714
1011381546,Manhattan,10023,Upper West Side,714
1011381547,Manhattan,10023,Upper West Side,714
1011381549,Manhattan,10023,Upper West Side,714
1011381550,Manhattan,10023,Upper West Side,714
1011381552,Manhattan,10023,Upper West Side,714
1011381553,Manhattan,10023,Upper West Side,714
1011381554,Manhattan,10023,Upper West Side,714
1011381555,Manhattan,10023,Upper West Side,714
1011381556,Manhattan,10023,Upper West Side,714
1011381557,Manhattan,10023,Upper West Side,714
1011381558,Manhattan,10023,Upper West Side,714
1011381559,Manhattan,10023,Upper West Side,714
1011381561,Manhattan,10023,Upper West Side,714
1011381562,Manhattan,10023,Upper West Side,714
1011381564,Manhattan,10023,Upper West Side,714
1011381565,Manhattan,10023,Upper West Side,714
1011381566,Manhattan,10023,Upper West Side,714
1011381567,Manhattan,10023,Upper West Side,714
1011381568,Manhattan,10023,Upper West Side,714
1011381569,Manhattan,10023,Upper West Side,714
1011381570,Manhattan,10023,Upper West Side,714
1011381573,Manhattan,10023,Upper West Side,714
1011381574,Manhattan,10023,Upper West Side,714
1011381577,Manhattan,10023,Upper West Side,714
1011381578,Manhattan,10023,Upper West Side,714
1011381579,Manhattan,10023,Upper West Side,714
1011381580,Manhattan,10023,Upper West Side,714
1011381581,Manhattan,10023,Upper West Side,714
1011381582,Manhattan,10023,Upper West Side,714
1011381583,Manhattan,10023,Upper West Side,714
1011381584,Manhattan,10023,Upper West Side,714
1011381585,Manhattan,10023,Upper West Side,714
1011381586,Manhattan,10023,Upper West Side,714
1011381587,Manhattan,10023,Upper West Side,714
1011381588,Manhattan,10023,Upper West Side,714
1011381589,Manhattan,10023,Upper West Side,714
1011381590,Manhattan,10023,Upper West Side,714
1011420024,Manhattan,10023,Upper West Side,714
1011620060,Manhattan,10023,Upper West Side,714
1011640047,Manhattan,10023,Upper West Side,714
1011660035,Manhattan,10023,Upper West Side,714
1011670055,Manhattan,10023,Upper West Side,714
1011680044,Manhattan,10024,Upper West Side,714
1011680056,Manhattan,10024,Upper West Side,714
1011714504,Manhattan,10019,Central Park,1032
1011714505,Manhattan,10019,Central Park,1032
1011714506,Manhattan,10019,Central Park,1032
1011714507,Manhattan,10019,Central Park,1032
1011820049,Manhattan,10023,Upper West Side,714
1011840077,Manhattan,10023,Upper West Side,714
1011950005,Manhattan,10024,Upper West Side,714
1012100026,Manhattan,10024,Upper West Side,714
1012130038,Manhattan,10024,Upper West Side,714
1012130039,Manhattan,10024,Upper West Side,714
1012270029,Manhattan,10024,Upper West Side,714
1012330011,Manhattan,10024,Upper West Side,714
1012330025,Manhattan,10024,Upper West Side,714
1012350023,Manhattan,10024,Upper West Side,714
1012350029,Manhattan,10024,Upper West Side,714
1012390039,Manhattan,10025,Morningside Heights,101
1012400001,Manhattan,10025,Morningside Heights,101
1012410023,Manhattan,10025,Morningside Heights,101
1012420024,Manhattan,10025,Morningside Heights,101
1012420039,Manhattan,10025,Morningside Heights,101
1012430029,Manhattan,10025,Morningside Heights,101
1012440008,Manhattan,10024,Upper West Side,714
1012440033,Manhattan,10024,Upper West Side,714
1012460049,Manhattan,10024,Upper West Side,714
1012480011,Manhattan,10024,Upper West Side,714
1012480014,Manhattan,10024,Upper West Side,714
1012490054,Manhattan,10024,Upper West Side,714
1012520046,Manhattan,10025,Morningside Heights,101
1012520060,Manhattan,10025,Morningside Heights,101
1012520063,Manhattan,10025,Morningside Heights,101
1012530010,Manhattan,10025,Morningside Heights,101
1012530013,Manhattan,10025,Morningside Heights,101
1012530038,Manhattan,10025,Morningside Heights,101
1012530041,Manhattan,10025,Morningside Heights,101
1012590011,Manhattan,10036,Hell's Kitchen,292
1012590025,Manhattan,10036,Hell's Kitchen,292
1012590047,Manhattan,10036,Hell's Kitchen,292
1012590054,Manhattan,10036,Hell's Kitchen,292
1012600007,Manhattan,10036,Hell's Kitchen,292
1012600010,Manhattan,10036,Hell's Kitchen,292
1012600012,Manhattan,10036,Hell's Kitchen,292
1012600014,Manhattan,10036,Hell's Kitchen,292
1012600016,Manhattan,10036,Hell's Kitchen,292
1012600020,Manhattan,10036,Hell's Kitchen,292
1012600056,Manhattan,10036,Hell's Kitchen,292
1012601101,Manhattan,10036,Hell's Kitchen,292
1012601102,Manhattan,10036,Hell's Kitchen,292
1012610029,Manhattan,10036,Hell's Kitchen,292
1012610054,Manhattan,10036,Hell's Kitchen,292
1012620009,Manhattan,10036,Hell's Kitchen,292
1012670030,Manhattan,10019,Central Park,1032
1012671003,Manhattan,10019,Central Park,1032
1012671004,Manhattan,10019,Central Park,1032
1012671103,Manhattan,10019,Central Park,1032
1012671104,Manhattan,10019,Central Park,1032
1012681201,Manhattan,10019,Central Park,1032
1012700001,Manhattan,10019,Central Park,1032
1012700034,Manhattan,10019,Central Park,1032
1012700038,Manhattan,10019,Central Park,1032
1012710017,Manhattan,10019,Central Park,1032
1012710019,Manhattan,10019,Central Park,1032
1012710050,Manhattan,10019,Central Park,1032
1012710051,Manhattan,10019,Central Park,1032
1012710052,Manhattan,10019,Central Park,1032
1012720026,Manhattan,10019,Central Park,1032
1012730060,Manhattan,10019,Central Park,1032
1012730071,Manhattan,10019,Central Park,1032
1012740011,Manhattan,10019,Central Park,1032
1012741201,Manhattan,10019,Central Park,1032
1012741202,Manhattan,10019,Central Park,1032
1012741303,Manhattan,10019,Central Park,1032
1012741304,Manhattan,10019,Central Park,1032
1012741305,Manhattan,10019,Central Park,1032
1012741306,Manhattan,10019,Central Park,1032
1012741307,Manhattan,10019,Central Park,1032
1012741308,Manhattan,10019,Central Park,1032
1012741309,Manhattan,10019,Central Park,1032
1012741310,Manhattan,10019,Central Park,1032
1012741311,Manhattan,10019,Central Park,1032
1012741312,Manhattan,10019,Central Park,1032
1012741313,Manhattan,10019,Central Park,1032
1012741314,Manhattan,10019,Central Park,1032
1012741315,Manhattan,10019,Central Park,1032
1012741316,Manhattan,10019,Central Park,1032
1012741317,Manhattan,10019,Central Park,1032
1012741318,Manhattan,10019,Central Park,1032
1012741319,Manhattan,10019,Central Park,1032
1012741320,Manhattan,10019,Central Park,1032
1012741321,Manhattan,10019,Central Park,1032
1012741322,Manhattan,10019,Central Park,1032
1012741323,Manhattan,10019,Central Park,1032
1012741324,Manhattan,10019,Central Park,1032
1012741325,Manhattan,10019,Central Park,1032
1012741326,Manhattan,10019,Central Park,1032
1012741327,Manhattan,10019,Central Park,1032
1012741328,Manhattan,10019,Central Park,1032
1012741329,Manhattan,10019,Central Park,1032
1012741330,Manhattan,10019,Central Park,1032
1012741331,Manhattan,10019,Central Park,1032
1012741332,Manhattan,10019,Central Park,1032
1012741333,Manhattan,10019,Central Park,1032
1012741334,Manhattan,10019,Central Park,1032
1012741335,Manhattan,10019,Central Park,1032
1012741336,Manhattan,10019,Central Park,1032
1012741337,Manhattan,10019,Central Park,1032
1012741338,Manhattan,10019,Central Park,1032
1012741339,Manhattan,10019,Central Park,1032
1012741340,Manhattan,10019,Central Park,1032
1012741341,Manhattan,10019,Central Park,1032
1012741342,Manhattan,10019,Central Park,1032
1012741343,Manhattan,10019,Central Park,1032
1012741344,Manhattan,10019,Central Park,1032
1012741345,Manhattan,10019,Central Park,1032
1012741346,Manhattan,10019,Central Park,1032
1012741347,Manhattan,10019,Central Park,1032
1012741348,Manhattan,10019,Central Park,1032
1012741349,Manhattan,10019,Central Park,1032
1012741350,Manhattan,10019,Central Park,1032
1012741351,Manhattan,10019,Central Park,1032
1012741352,Manhattan,10019,Central Park,1032
1012741353,Manhattan,10019,Central Park,1032
1012741354,Manhattan,10019,Central Park,1032
1012741355,Manhattan,10019,Central Park,1032
1012741356,Manhattan,10019,Central Park,1032
1012741357,Manhattan,10019,Central Park,1032
1012741358,Manhattan,10019,Central Park,1032
1012741359,Manhattan,10019,Central Park,1032
1012741360,Manhattan,10019,Central Park,1032
1012741361,Manhattan,10019,Central Park,1032
1012741362,Manhattan,10019,Central Park,1032
1012741363,Manhattan,10019,Central Park,1032
1012741364,Manhattan,10019,Central Park,1032
1012741365,Manhattan,10019,Central Park,1032
1012741366,Manhattan,10019,Central Park,1032
1012741367,Manhattan,10019,Central Park,1032
1012741368,Manhattan,10019,Central Park,1032
1012741369,Manhattan,10019,Central Park,1032
1012741370,Manhattan,10019,Central Park,1032
1012741371,Manhattan,10019,Central Park,1032
1012741372,Manhattan,10019,Central Park,1032
1012741373,Manhattan,10019,Central Park,1032
1012741374,Manhattan,10019,Central Park,1032
1012741375,Manhattan,10019,Central Park,1032
1012741376,Manhattan,10019,Central Park,1032
1012741377,Manhattan,10019,Central Park,1032
1012741378,Manhattan,10019,Central Park,1032
1012741379,Manhattan,10019,Central Park,1032
1012741380,Manhattan,10019,Central Park,1032
1012741381,Manhattan,10019,Central Park,1032
1012741382,Manhattan,10019,Central Park,1032
1012741383,Manhattan,10019,Central Park,1032
1012741384,Manhattan,10019,Central Park,1032
1012741385,Manhattan,10019,Central Park,1032
1012741386,Manhattan,10019,Central Park,1032
1012741387,Manhattan,10019,Central Park,1032
1012741388,Manhattan,10019,Central Park,1032
1012741389,Manhattan,10019,Central Park,1032
1012741390,Manhattan,10019,Central Park,1032
1012741391,Manhattan,10019,Central Park,1032
1012741392,Manhattan,10019,Central Park,1032
1012741393,Manhattan,10019,Central Park,1032
1012741394,Manhattan,10019,Central Park,1032
1012741395,Manhattan,10019,Central Park,1032
1012741396,Manhattan,10019,Central Park,1032
1012741397,Manhattan,10019,Central Park,1032
1012741398,Manhattan,10019,Central Park,1032
1012741399,Manhattan,10019,Central Park,1032
1012741400,Manhattan,10019,Central Park,1032
1012741401,Manhattan,10019,Central Park,1032
1012741402,Manhattan,10019,Central Park,1032
1012741403,Manhattan,10019,Central Park,1032
1012741404,Manhattan,10019,Central Park,1032
1012741405,Manhattan,10019,Central Park,1032
1012741406,Manhattan,10019,Central Park,1032
1012741407,Manhattan,10019,Central Park,1032
1012741408,Manhattan,10019,Central Park,1032
1012741409,Manhattan,10019,Central Park,1032
1012741410,Manhattan,10019,Central Park,1032
1012741411,Manhattan,10019,Central Park,1032
1012741412,Manhattan,10019,Central Park,1032
1012741413,Manhattan,10019,Central Park,1032
1012741414,Manhattan,10019,Central Park,1032
1012741415,Manhattan,10019,Central Park,1032
1012741416,Manhattan,10019,Central Park,1032
1012741417,Manhattan,10019,Central Park,1032
1012741418,Manhattan,10019,Central Park,1032
1012741419,Manhattan,10019,Central Park,1032
1012741420,Manhattan,10019,Central Park,1032
1012741421,Manhattan,10019,Central Park,1032
1012741422,Manhattan,10019,Central Park,1032
1012741423,Manhattan,10019,Central Park,1032
1012741424,Manhattan,10019,Central Park,1032
1012741425,Manhattan,10019,Central Park,1032
1012741426,Manhattan,10019,Central Park,1032
1012741427,Manhattan,10019,Central Park,1032
1012741428,Manhattan,10019,Central Park,1032
1012741429,Manhattan,10019,Central Park,1032
1012741430,Manhattan,10019,Central Park,1032
1012741431,Manhattan,10019,Central Park,1032
1012741432,Manhattan,10019,Central Park,1032
1012741433,Manhattan,10019,Central Park,1032
1012741434,Manhattan,10019,Central Park,1032
1012741435,Manhattan,10019,Central Park,1032
1012741436,Manhattan,10019,Central Park,1032
1012741437,Manhattan,10019,Central Park,1032
1012741438,Manhattan,10019,Central Park,1032
1012741439,Manhattan,10019,Central Park,1032
1012741440,Manhattan,10019,Central Park,1032
1012741441,Manhattan,10019,Central Park,1032
1012741442,Manhattan,10019,Central Park,1032
1012741443,Manhattan,10019,Central Park,1032
1012741444,Manhattan,10019,Central Park,1032
1012741445,Manhattan,10019,Central Park,1032
1012741446,Manhattan,10019,Central Park,1032
1012741447,Manhattan,10019,Central Park,1032
1012741448,Manhattan,10019,Central Park,1032
1012741449,Manhattan,10019,Central Park,1032
1012741450,Manhattan,10019,Central Park,1032
1012741451,Manhattan,10019,Central Park,1032
1012741452,Manhattan,10019,Central Park,1032
1012741453,Manhattan,10019,Central Park,1032
1012741454,Manhattan,10019,Central Park,1032
1012741455,Manhattan,10019,Central Park,1032
1012750006,Manhattan,10016,Kips Bay,87
1012750044,Manhattan,10017,Murray Hill,458
1012760001,Manhattan,10017,Murray Hill,458
1012760023,Manhattan,10017,Murray Hill,458
1012780065,Manhattan,10017,Murray Hill,458
1012800030,Manhattan,10017,Murray Hill,458
1012810021,Manhattan,10017,Murray Hill,458
1012810061,Manhattan,10017,Murray Hill,458
1012830011,Manhattan,10017,Murray Hill,458
1012860021,Manhattan,10022,.,196
1012880011,Manhattan,10022,.,196
1012890045,Manhattan,10022,.,196
1012901201,Manhattan,10022,.,196
1012901203,Manhattan,10022,.,196
1012901204,Manhattan,10022,.,196
1012901205,Manhattan,10022,.,196
1012901206,Manhattan,10022,.,196
1012901207,Manhattan,10022,.,196
1012901208,Manhattan,10022,.,196
1012901209,Manhattan,10022,.,196
1012901210,Manhattan,10022,.,196
1012901211,Manhattan,10022,.,196
1012901212,Manhattan,10022,.,196
1012901213,Manhattan,10022,.,196
1012901214,Manhattan,10022,.,196
1012901215,Manhattan,10022,.,196
1012901216,Manhattan,10022,.,196
1012901217,Manhattan,10022,.,196
1012901218,Manhattan,10022,.,196
1012901219,Manhattan,10022,.,196
1012901220,Manhattan,10022,.,196
1012901221,Manhattan,10022,.,196
1012901222,Manhattan,10022,.,196
1012901223,Manhattan,10022,.,196
1012901224,Manhattan,10022,.,196
1012901225,Manhattan,10022,.,196
1012901226,Manhattan,10022,.,196
1012901227,Manhattan,10022,.,196
1012901228,Manhattan,10022,.,196
1012901229,Manhattan,10022,.,196
1012901230,Manhattan,10022,.,196
1012901231,Manhattan,10022,.,196
1012901232,Manhattan,10022,.,196
1012901233,Manhattan,10022,.,196
1012901234,Manhattan,10022,.,196
1012901235,Manhattan,10022,.,196
1012901236,Manhattan,10022,.,196
1012901237,Manhattan,10022,.,196
1012901238,Manhattan,10022,.,196
1012901239,Manhattan,10022,.,196
1012901240,Manhattan,10022,.,196
1012901241,Manhattan,10022,.,196
1012901242,Manhattan,10022,.,196
1012901243,Manhattan,10022,.,196
1012901244,Manhattan,10022,.,196
1012901245,Manhattan,10022,.,196
1012901246,Manhattan,10022,.,196
1012901247,Manhattan,10022,.,196
1012901248,Manhattan,10022,.,196
1012931001,Manhattan,10022,.,196
1012990023,Manhattan,10017,Murray Hill,458
1012991001,Manhattan,10017,Murray Hill,458
1013020021,Manhattan,10017,Murray Hill,458
1013020030,Manhattan,10017,Murray Hill,458
1013020043,Manhattan,10017,Murray Hill,458
1013020051,Manhattan,10017,Murray Hill,458
1013030014,Manhattan,10017,Murray Hill,458
1013030053,Manhattan,10017,Murray Hill,458
1013031301,Manhattan,10017,Murray Hill,458
1013040020,Manhattan,10022,.,196
1013040026,Manhattan,10017,Murray Hill,458
1013040041,Manhattan,10022,.,196
1013041002,Manhattan,10022,.,196
1013041003,Manhattan,10022,.,196
1013050020,Manhattan,10022,.,196
1013050028,Manhattan,10022,.,196
1013050032,Manhattan,10022,.,196
1013050033,Manhattan,10022,.,196
1013051001,Manhattan,10022,.,196
1013071004,Manhattan,10022,.,196
1013090005,Manhattan,10022,.,196
1013090044,Manhattan,10022,.,196
1013100012,Manhattan,10022,.,196
1013110005,Manhattan,10022,.,196
1013110052,Manhattan,10022,.,196
1013110058,Manhattan,10022,.,196
1013110059,Manhattan,10022,.,196
1013150044,Manhattan,10017,Murray Hill,458
1013170019,Manhattan,10017,Murray Hill,458
1013180029,Manhattan,10017,Murray Hill,458
1013181001,Manhattan,10017,Murray Hill,458
1013190034,Manhattan,10017,Murray Hill,458
1013191303,Manhattan,10017,Murray Hill,458
1013191304,Manhattan,10017,Murray Hill,458
1013191305,Manhattan,10017,Murray Hill,458
1013191306,Manhattan,10017,Murray Hill,458
